,page_id,title,attribute,text_offset_start_line_id,text_offset_start_offset,text_text,html_offset_start_line_id,html_offset_start_offset,html_text,text_offset_end_line_id,text_offset_end_offset,html_offset_end_line_id,html_offset_end_offset,system_03011,system_10011,system_05010,system_07011,system_02010,system_01011,text_offset_start,text_offset_end,html_offset_start,html_offset_end,correct,worker_Lns201407,worker_marble00,worker_tokumei3578,worker_MasatoYoshihara,worker_kisaran455,worker_diamante007,worker_stonewood,worker_recluse,worker_hona15,worker_tidy-blues,worker_uni-7188,worker_DNF38,worker_angari14,worker_kanatalanc,worker_bungoya_t,worker_ch_ch,worker_tomur106,worker_tomomintea,worker_kumin1,worker_momo_41049,worker_myu-2,worker_kuruupu,worker_minasenantoka,worker_mmm07r,worker_ubermensch,worker_pssky,worker_bvglp11,worker_nekoNO1,worker_mochachi,worker_huku1,worker_rinaria_tia,worker_kitajima,worker_ekd00,worker_ripmaykoro05one,worker_kitanokenta,worker_dorae1019,worker_asokoha,worker_bpktwn8181,worker_lanamaace,worker_takahiro0655,worker_chihiro999,worker_natsu-68,worker_kyaitokosan2,worker_lan1374,worker_doraiai51,worker_banas,worker_u2424,worker_rechard,worker_hyro_8333,worker_fayefaye,worker_burrell1931,worker_wata_yuki,worker_varacuda,worker_yuna1127,worker_PFOG0112,worker_lc02102,worker_mas_529,worker_akkun1,worker_tapdancemisei,worker_nyantakun,worker_inui,worker_MsaTK84,worker_shoun,worker_fujikao19,worker_kazu_mission,worker_komichi21,worker_hysq77,worker_cubebox,worker_yy-yamazaki,worker_r_a_g_55,worker_m-mon2,worker_ca2_se_9ci,worker_neroli_83574,worker_5c5d6c949acf2,worker_ralance,worker_miumiu-001,worker_imati,worker_suxsun0147,worker_emuxa345,worker_217murakami,worker_peka,worker_toscp,worker_truenoAE101,worker_mayumi_ogiuchi,worker_Kaocang46,worker_monmon333,worker_Luke_Sky,worker_koujikouji44,worker_ai_ka,worker_panpan1,worker_aladdin,worker_tamori,worker_monmon3,worker_tomotw,worker_lanlanshiy,worker_Tea-Sky,worker_cm8672,worker_hiroshi1624,worker_smozby,worker_mosa1017,worker_y-Nishin,worker_makiwo,worker_na-ko51,worker_lcptn15,worker_yukikou,worker_kyoushinrie,worker_mabu3,worker_maf111,worker_kuronyachi,worker_uemon-no-jou,worker_Weetabix,worker_hima_write,worker_kakiagezan,worker_ammer1022,worker_norynory,worker_st001,worker_hiyusutsugeshi,worker_moaimoai,worker_ako819,worker_shamneko,worker_hideo_ueda,worker_schuman48,worker_taberun3,worker_shirochansan,worker_ken_sio_2211,worker_Nao0101,worker_MorryBK,worker_toyo_1968,worker_mumu18650,worker_kusiro509,worker_tamic,worker_beiko777,worker_BK_WORKS,worker_Sato-fr,worker_lanctaro24,worker_lilybenzo810,worker_z129,worker_korokorokun,worker_muzieak1968,worker_m4AfTvGY,worker_kazuya23001,worker_y-ichii,worker_hey8,worker_miniC1kame,count_yes,count_no,count_na,MV
7452,54796,カスピ海,動物,118,32,チョウザメ類,118,160,チョウザメ類,118,38,118,166,True,,,True,,,12889,12895,44527,44533,True,,yes,,,,,,yes,,yes,,,,,,,,,,,,,yes,,,,,,,,yes,,,yes,,,,,,,,,,,no,,,,,,,,,,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,yes
7186,54796,カスピ海,国,142,161,ロシア,142,1234,ロシア,142,164,142,1237,,True,True,,,,15732,15735,58162,58165,False,,yes,,,,,,yes,,yes,,,,,,,,,,,,,yes,,,,,,,,yes,,,yes,,,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
7175,54796,カスピ海,国,138,717,ペルシャ,138,3337,ペルシャ,138,721,138,3341,,True,,,,,15306,15310,56017,56021,False,,,,,,yes,yes,,,,,,,,,,,yes,,,,no,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,no,,,yes,no,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,0,yes
2692,196428,印旛沼,所在地,52,12,千葉県北西部,52,83,千葉県</a>北西部,52,18,52,93,,,,True,,,2735,2741,10533,10543,False,,,,,,yes,yes,,,,,,,,,,,yes,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,yes,,,yes,yes,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,1,yes
7735,666576,宍塚大池,水質（淡水・汽水）,45,0,淡水,45,51,淡水,45,2,45,53,,True,True,True,True,True,2609,2611,8588,8590,True,,,,,,yes,yes,,,,,,,,,,,yes,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,yes,,,yes,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
806,1303518,テ・アナウ湖,島,37,25,南緯45.20000度,37,577,南緯45.20000度,37,36,37,588,,True,,,,,2284,2295,6131,6142,False,,,,,,yes,no,,,,,,,,,,,yes,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,yes,,,no,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,0,yes
414,1096642,荒川第一調節池,構成する湖沼,92,168,水位調節堰,92,824,水位調節堰,92,173,92,829,,True,,,,,3721,3726,15923,15928,False,,,,,,no,no,,,,,,,,,,,yes,,,,na,yes,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,yes,,,no,no,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,1,no
3541,2267968,久美浜湾,湖岸の地域区分,91,15,湊宮地区,91,19,湊宮地区,91,19,91,23,,True,,,,,4643,4647,18788,18792,False,,,,na,yes,,,,,,,,,,,,,,,,,,yes,,yes,yes,,,,,,,,,,,,,,,,no,,,,,,no,,,,,,,na,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,2,yes
689,1163585,鴻沼,湖岸の地域区分,51,57,鹿手袋村,51,125,鹿手袋村,51,61,51,129,True,,,True,,,2757,2761,7623,7627,False,,,,na,yes,,,,,,,,,,,,,,,,,,yes,,na,yes,,,,,,,,,,,,,,,,yes,,,,,,no,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,2,yes
8506,951230,泡瀬干潟,成因,130,29,激しい戦闘により沖縄本島中南部は焦土と化した,130,97,激しい戦闘により沖縄本島中南部は焦土と化した,130,51,130,119,,,,True,,,6675,6697,26686,26708,False,,,,no,no,,,,,,,,,,,,,,,,,,yes,,no,no,,,,,,,,,,,,,,,,yes,,,,,,no,,,,,,,no,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,0,no
7169,54796,カスピ海,国,138,447,ロシア,138,2386,ロシア,138,450,138,2389,,True,,,,,15036,15039,55066,55069,False,,,,na,yes,,,,,,,,,,,,,,,,,,yes,,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,no,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1,yes
7196,54796,カスピ海,国,145,139,アゼルバイジャン・ソビエト社会,145,1351,アゼルバイジャン・ソビエト社会,145,154,145,1366,,True,,,,,16281,16296,61125,61140,False,,,,,yes,,,,,,,no,no,,,,,,,,,,,,,yes,yes,,,,,no,,,,,,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,1,no
3140,2159741,ヤムドク湖,別名,40,61,蔵文拼音,40,926,蔵文拼音,40,65,40,930,,,,True,,,2597,2601,8882,8886,False,,,,,yes,,,,,,,yes,no,,,,,,,,,,,,,no,yes,,,,,yes,,,,,,no,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,0,yes
5291,312243,ベール湖,流入・流出河川,51,40,カディエール川,51,43,カディエール川,51,47,51,50,True,True,True,,True,,2841,2848,10845,10852,True,,,,,yes,,,,,,,yes,yes,,,,,,,,,,,,,yes,yes,,,,,yes,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
8612,97785,オンタリオ湖,最大水深,43,0,244 m,43,0,"244 <a href=""/index.php/%E3%83%A1%E3%83%BC%E3%83%88%E3%83%AB"" title=""メートル"">m",43,5,43,76,,,True,True,True,True,2734,2739,10005,10081,True,,,,,yes,,,,,,,yes,yes,,,,,,,,,,,,,yes,yes,,,,,yes,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
6524,470196,御池,観光地,75,132,神社,75,320,神社,75,134,75,322,,,,,True,,3093,3095,12794,12796,False,,,,,yes,,,,,,,no,no,,,,,,,,,,,,,yes,yes,,,,,no,,,,,,no,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,0,no
5068,2978850,パウエル湖,動物,83,218,アーチ,83,356,アーチ,83,221,83,359,,,True,,,,8271,8274,22485,22488,False,,,,no,,,,,,,,,no,,,,,,,,,,,,,no,no,,no,,,,,,,,,,,,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,no,,,,,,,0,10,0,no
8374,951230,泡瀬干潟,動物,82,81,マメアゲマキ,82,314,マメアゲマキ,82,87,82,320,,,,,True,,4279,4285,15157,15163,False,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,yes,no,,na,,,,,,,,,,,,no,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,no,,,,,,,5,4,1,yes
6117,399336,ヴェルター湖,平均水深,39,0,41.9 m,39,0,41.9 m,39,6,39,6,True,,True,True,True,,2227,2233,5490,5496,True,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,yes,yes,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,10,0,0,yes
7646,666291,天池,平均水深,43,0,213 m,43,0,213&#160;m,43,5,43,10,,,True,True,True,,6428,6433,13162,13172,True,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,yes,yes,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,10,0,0,yes
3309,2255681,タイミル湖,別名,58,47,ポルトニャージノ湖,58,129,ポルトニャージノ湖,58,56,58,138,,,,True,,,6767,6776,16025,16034,False,,,,no,,,,,,,,,yes,,,,,,,,,,,,,no,no,,no,,,,,,,,,,,,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,no,,,,,,,1,9,0,no
8386,951230,泡瀬干潟,産業,124,143,サービス業,124,394,サービス業,124,148,124,399,,True,,,,,6019,6024,24768,24773,False,,,,yes,,,,,no,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,no,,,,,,,,,,,,,no,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,,,,,,6,4,0,yes
2301,183867,中禅寺湖,別名,37,0,中,37,342,中,37,1,37,343,,True,,,,,2357,2358,5052,5053,False,no,,,no,,,,no,,,,,no,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,na,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,,,,0,9,1,no
7729,666576,宍塚大池,幅,41,13,東経140度09分47.5秒,41,598,東経140度09分47.5秒,41,27,41,612,,True,,,,,2349,2363,6159,6173,False,no,,,no,,,,no,,,,,no,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,,,,2,8,0,no
2539,192531,ヴァン湖,動物,60,28,Վանա լիճ,60,255,Վանա լիճ,60,36,60,263,,True,,,,,6524,6532,16564,16572,False,no,,,no,,,,no,,,,,no,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,,,,0,10,0,no
932,134839,風蓮湖,幅,43,11,東経145度21分0秒,43,581,東経145度21分0秒,43,22,43,592,,True,,,,,2415,2426,6946,6957,False,no,,,yes,,,,no,,,,,no,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,,,,3,7,0,no
4231,2519245,東湖 (武漢市),種類,36,12,东湖,36,107,东湖,36,14,36,109,,,,True,,,2431,2433,4944,4946,False,no,,,no,,,,no,,,,,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,,,,3,7,0,no
6924,536433,津軽富士見湖,動物,49,18,廻堰大溜池,49,31,廻堰大溜池,49,23,49,36,,True,,,,,2809,2814,10364,10369,False,,,,,,,,,,no,no,no,no,,,,,,,,,,,no,,,,no,,,,,no,,,,,,,,no,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,no
5787,3415799,イエローヘッド湖,所在地,38,9,ブリティッシュコロンビア州の北,38,173,ブリティッシュコロンビア州</a>の北,38,24,38,192,,True,,,,,2374,2389,5308,5327,False,,,,,,,,,,no,yes,no,yes,,,,,,,,,,,yes,,,,yes,,,,,yes,,,,,,,,no,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,0,yes
7256,54796,カスピ海,湖岸の地域区分,122,211,ウズボイ,122,973,ウズボイ,122,215,122,977,True,,,,,,13242,13246,46661,46665,False,,,,,,,,,,no,no,no,yes,,,,,,,,,,,no,,,,yes,,,,,yes,,,,,,,,no,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,no
7259,54796,カスピ海,湖岸の地域区分,122,326,ウズボイ,122,1471,ウズボイ,122,330,122,1475,True,,,,,,13357,13361,47159,47163,False,,no,,,,,,,,,,,yes,yes,,,,,,,,yes,no,,,yes,yes,yes,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,0,yes
4149,2392372,池ノ内湖,観光地,61,26,武雄温泉ハイツ,61,225,武雄温泉ハイツ,61,33,61,232,,,,True,,,2926,2933,11008,11015,False,,yes,,,,,,,,,,,yes,yes,,,,,,,,yes,yes,,,yes,no,yes,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,0,yes
8293,951230,泡瀬干潟,動物,103,0,ウミヒルモ,103,154,ウミヒルモ,103,5,103,159,True,,,,,,4639,4644,19158,19163,False,,yes,,,,,,,,,,,yes,yes,,,,,,,,no,yes,,,yes,no,na,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,1,yes
4376,27167,支笏湖,公園,340,67,支笏洞爺国立公園,369,1523,支笏洞爺国立公園,340,75,369,1531,,,,True,,,8745,8753,66691,66699,False,,yes,,,,,,,,,,,yes,yes,,,,,,,,yes,yes,,,yes,yes,na,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1,yes
1788,159245,ミシガン湖,湖岸の地域区分,55,192,National,55,866,National,55,200,55,874,,,,,True,,3528,3536,15883,15891,False,no,,,,,,no,no,,,no,no,,,,,,,,,,,,,,,,na,,,,,,na,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,2,no
4890,2978850,パウエル湖,流入・流出河川,83,383,ブラウワー,83,521,ブラウワー,83,388,83,526,True,,,,,,8436,8441,22650,22655,False,no,,,,,,no,no,,,no,no,,,,,,,,,,,,,,,,no,,,,,,no,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,no
707,1163585,鴻沼,橋・トンネル,62,4,鴻,62,4,鴻,62,5,62,5,,,,,True,,3200,3201,9504,9505,False,no,,,,,,no,no,,,no,no,,,,,,,,,,,,,,,,no,,,,,,no,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,no
1213,143182,木崎湖,観光地,127,1,西丸震哉,127,76,西丸震哉,127,5,127,80,,True,,,,,6043,6047,25762,25766,False,no,,,,,,no,no,,,no,no,,,,,,,,,,,,,,,,yes,,,,,,no,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,no
1306,143182,木崎湖,別名,98,24,サツキマス,98,259,サツキマス,98,29,98,264,,True,,,,,3985,3990,18613,18618,False,no,,,,,,no,no,,,no,no,,,,,,,,,,,,,,,,no,,,,,,no,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,no
6293,435939,大瀬明神の神池,植物,49,21,ビャクシン,49,305,ビャクシン,49,26,49,310,,,,,True,,2769,2774,7806,7811,True,,yes,,yes,,,,,yes,,,,,,,,,,,,,,,,yes,,,yes,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
6513,470196,御池,形成時期,72,19,約4600年前,72,182,約4600年前,72,26,72,189,True,True,True,,,,2837,2844,11645,11652,True,,yes,,yes,,,,,yes,,,,,,,,,,,,,,,,yes,,,yes,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
5579,3249598,水尻池,別名,170,181,オオハクチョウ,170,538,オオハクチョウ,170,188,170,545,,True,,,,,9677,9684,58197,58204,False,,no,,yes,,,,,no,,,,,,,,,,,,,,,,no,,,no,,,,,,no,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,no
297,1054775,チャウバナガンガマウグ湖,流入・流出河川,59,26,フレンチ川,59,134,フレンチ川,59,31,59,139,,,,True,True,,2757,2762,10464,10469,False,,no,,na,,,,,yes,,,,,,,,,,,,,,,,yes,,,yes,,,,,,yes,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,1,yes
1147,1427572,仁田沼,植物,34,30,ミズバショウ,34,330,ミズバショウ,34,36,34,336,True,True,,True,True,,2193,2199,4266,4272,True,,yes,,,,,,,,,yes,,,,,,,,,,,,,,yes,,,yes,yes,,,,no,yes,,,,,yes,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,yes
3658,2280167,プレスパ湖,動物,47,99,Мало Преспанско езеро,47,492,Мало Преспанско езеро,47,120,47,513,,True,,,,,6798,6819,13790,13811,False,,no,,,,,,,,,no,,,,,,,,,,,,,,no,,,no,yes,,,,no,no,,,,,no,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,no
1849,1594389,風吹大池,種類,46,184,科鉢池,46,1335,科鉢池,46,187,46,1338,,,,True,,,2719,2722,10057,10060,False,,no,,,,,,,,,yes,,,,,,,,,,,,,,no,,,yes,no,,,,no,no,,,,,no,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,no
7441,54796,カスピ海,産業,142,552,石油,142,2675,石油,142,554,142,2677,,,,,True,,16123,16125,59603,59605,False,,yes,,,,,,,,,yes,,,,,,,,,,,,,,yes,,,yes,yes,,,,no,yes,,,,,no,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,0,yes
7902,687963,藺牟田池,動物,66,21,泥炭,66,134,泥炭,66,23,66,136,,,,True,,,2897,2899,10727,10729,False,no,,,no,no,,no,,,,,,no,,,,,,,no,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,no,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,no
7502,54796,カスピ海,構成する湖沼,92,225,中カスピ海,92,392,中カスピ海,92,230,92,397,,True,,,,,8124,8129,27046,27051,True,yes,,,yes,yes,,no,,,,,,yes,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,no,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,0,yes
976,141263,鷹架沼,所在地,37,7,青森県内,37,347,青森県内,37,11,37,351,,True,,,,,2312,2316,4943,4947,False,,,,,,,,,yes,,,,,,,yes,,,yes,,,,,,,yes,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,yes,,,,,yes,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
3269,2202538,ミネトンカ湖,湖岸の地域区分,36,38,ミネトンカ市,36,321,ミネトンカ</a>市,36,44,36,331,True,True,True,,,,2414,2420,5432,5442,True,,,,,,,,,yes,,,,,,,no,,,no,,,,,,,yes,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,na,,,,,yes,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,1,yes
